,TempA,TempB,TempC,TempD,pHA,pHB,pHC,pHD,ECA,ECB,ECC,ECD,DOA,DOB,DOC,DOD,BODA,BODB,BODC,BODD,TNA,TNB,TNC,TND
0,20.924390322524697,20.50454834143749,20.720474615227605,20.688091147256493,8.200658610426418,8.156465651766226,8.22138876209641,8.46056460364266,2088.906049241868,1881.7062097448306,1969.924091820659,1948.4361848057358,2.8183642762131793,2.815281337018195,2.7737841127528062,2.7169401063606924,25.738520997795696,25.517593386068047,25.783939174347296,24.87086924036863,0.9703681919634539,0.9475174278640441,1.0517858745279842,0.9585693748136997
1,20.953832907791053,20.313614739803892,20.63265352810102,20.629681638139182,8.195952952971695,8.122432434064702,8.236081875856566,8.446038306801634,1890.5256254130386,1805.6370576642662,1869.139896751296,2005.0964021524583,2.6892236480782716,2.8378442918282745,2.8504737603249244,2.7120450846199677,26.86054403923277,25.71445888325616,26.33430915473069,26.52155783439212,0.9586042837053483,0.931283475107311,1.036637745012603,0.9610490551766698
2,20.776235658313627,20.598198290459678,20.64293605317671,20.220640127875317,8.188055354314399,8.157837390857848,8.23663831021583,8.467272208120331,1903.8086055262784,1941.0742196168537,2002.7803789925367,1954.3730303886962,2.7333759062371668,2.7819324990885397,2.6384746988642624,2.6875404420401914,27.041330882611703,24.733690119574778,26.165157977383213,27.21406213186372,1.0072794588388692,0.9544633486675778,1.0012814506540078,1.0438832544136214
3,20.558153000802623,20.47842683607501,20.973797088185105,20.244210282417672,8.187837446893747,8.144108572519755,8.234119233389533,8.455227753144932,1890.2237578691006,1935.4029528444053,1902.2485904058644,1872.4405890968123,2.7936182042667097,2.757780042160589,2.74755154658801,2.8243055425122487,26.67891839480698,24.402161654087745,26.818183675669797,24.817264871727325,1.0387648523962147,0.9657293831250723,1.0871215542148354,0.9559904452782775
4,20.710097273593746,20.054578179782588,20.888625707060136,20.299909182224894,8.21254165460321,8.140616484827149,8.231737899174872,8.462044618738451,2029.570047865807,2099.7326109230444,1919.9734712329991,1822.749086174223,2.7811292060413644,2.8487132434671785,2.7077205112812552,2.8021871275228625,25.616645159538272,25.013338657566358,24.220004112290628,27.397083134096484,0.9623038882435634,0.9309914558276473,1.0272321117967937,1.0498081894720657
5,20.404765561915458,20.085088931983762,21.027280683548053,20.116775053967658,8.182176635913217,8.163107848715823,8.248022678323112,8.456301111958117,1946.1080775920504,1928.4027746608542,1933.8307489566607,2004.583935880292,2.6668819696642085,2.857716579861021,2.7850054824993005,2.7316730887587264,25.622008471964495,25.739262492177517,24.888663978212605,26.524301563342167,0.956248758713848,0.99424955922464,1.0387489862800292,0.9834552276193289
6,20.383632486540122,20.21390156825692,20.521662059985413,20.859201710584706,8.180755510733782,8.13425843269052,8.22116832671429,8.459399959119457,1905.7284264697764,2066.751194889163,1771.996043893657,1849.1611670495315,2.7578631484039735,2.859799426565514,2.7055056054892073,2.7861214961832843,27.536171411268562,26.565963138445507,24.74026460806524,26.972132609660186,0.9921236338549262,0.954905768746246,0.9475925019887924,1.0257046561127054
7,20.46086874578573,20.258539596957004,20.43504705750217,20.741539336521633,8.199430867949898,8.162723208389947,8.234662928329179,8.452845757957206,2006.5991035473558,2116.471947358586,1893.5918842129681,1930.063409424439,2.697790020076295,2.814262867937816,2.6981670597255896,2.8873389574171626,26.22221225294211,24.840389920852946,25.94855257583714,26.920172571236886,0.9829195609530887,0.9435720376130358,0.9638354996663544,0.949301211762439
8,20.659353445367483,20.298747875211774,20.492253379747467,20.252420067024346,8.245240035201938,8.126219019943836,8.236886551698285,8.488223244590225,2023.5494524123048,2075.3862732460625,1852.3666012484548,1981.4148450750922,2.728035066940644,2.756497405643672,2.709595152597454,2.817799252988939,27.152677596082743,25.2553490610159,25.32840438614377,27.132410664106324,0.969733790947741,0.9631124288831845,0.967382093807603,1.0495538492863017
9,20.964541317619997,20.267295023049876,20.977167454327002,20.828119522514143,8.238619138667032,8.165719301406602,8.22812984053352,8.438362231416997,1884.8787260164486,2011.7991117853417,1933.813691260746,1975.4387517744115,2.6976134198736728,2.8388368359030034,2.7367920477885486,2.7751435740626342,26.004577576999132,26.020932361896513,25.254841210621777,25.144988283395968,1.015708366267756,0.971792882890998,1.0037036912148272,0.9992218307510036
10,20.36251303546245,20.425379873788383,20.529209889374933,20.634288974143296,8.199326885987842,8.126497013819874,8.249683924301241,8.459900163694291,2083.0650374021666,2028.8532706943809,1884.6566301911037,1956.3855994873754,2.6883707082594124,2.795585920407194,2.82582462385172,2.8272865015467614,25.9135504169445,25.54050413517797,25.631246625659816,25.521661658861316,1.0028207989377647,0.9521625450257623,0.9915412455087302,1.0510523492690076
11,20.795169936755613,20.090553936201026,20.885386464572047,20.818811561868024,8.203117300272483,8.136608485501162,8.226572103428825,8.431881141552482,1919.897243954552,1983.475893556598,1801.919317690677,1876.116098860849,2.673687236915312,2.8686368839515315,2.7418146966757613,2.7470000587950314,25.963804449175118,24.8349244255012,24.924396320587803,26.1254238039359,1.0422176398373957,0.9708817096548695,1.024400807345213,1.093205475224448
12,20.927156265853085,20.02402274525165,20.747338221585142,19.96081414575482,8.257865728236526,8.16481869817435,8.248628657562234,8.4647650789323,1896.6758465720366,2103.9828567235954,1829.3760410596267,1999.076879671215,2.712978588425277,2.8029543425862813,2.7965608558529134,2.7377819422386955,26.20515618954379,27.041494335581785,24.78417850003039,25.4167381917246,1.0215505501738225,0.9586386302880805,1.0363115780525827,0.948231437751252
13,20.321111530774857,20.444182637785797,21.06605829396169,20.33755658575219,8.192732816766554,8.140757485323068,8.229468036270077,8.454914630288192,1981.4949630154647,1847.3481336039583,1999.150068123438,1930.1805533709507,2.677003477339809,2.8475063303694808,2.647629660366777,2.8838333555354385,26.133986655887718,24.431191173928532,24.234591988194566,25.413289557398944,1.012036753877431,0.9790880851747732,1.014480130105896,1.013786168987095
14,20.319417785685527,20.29935547992974,20.63508035739624,19.904715694685482,8.199414592182144,8.1295573371618,8.2243260079473,8.455587186112039,1913.5752647063873,2093.0689156075746,1769.280998709206,1961.3896378608108,2.7038619183483203,2.815148156489093,2.6606036834409514,2.807554851367872,27.33617946145732,24.630331768739822,25.39189532366367,27.445415223100845,0.9720878766276482,0.9314798181281178,1.0489987012164463,1.0644884504922338
