,TempA,TempB,TempC,TempD,pHA,pHB,pHC,pHD,ECA,ECB,ECC,ECD,DOA,DOB,DOC,DOD,BODA,BODB,BODC,BODD,TNA,TNB,TNC,TND
0,21.800379965528986,21.588891497679082,21.431330696675005,21.674068232303696,7.69558049607419,8.056818799273103,7.731144872021957,8.120676279064098,1642.5056383207072,1678.853165234832,1636.8561031339138,1700.6251999603098,2.434736563418691,2.57985614249962,2.501876351533553,2.5035288287355866,28.22465284421761,27.646884825460155,27.922627199326815,28.08110423544655,1.2981048886106776,1.2717410820327684,1.1985339227324312,1.3328048065340532
1,21.92023461125484,21.24813336473707,21.380456573784453,21.622880397664353,7.712973880728932,8.041537023489921,7.833354624147165,8.115965826437483,1637.7297070669144,1679.79119458404,1630.1243144001025,1698.2575420902651,2.4153543806981506,2.53561816002861,2.5180771137611604,2.5435743137743763,27.926674167437874,27.991190685684558,27.77354564504191,27.920573640682612,1.3080634184240103,1.293314486128424,1.1857669346443864,1.3249204187849284
2,21.863995056920622,21.491546178504322,21.541366081944226,21.57887347866898,7.700187234384414,8.07437103254688,7.793504740317802,8.126304125208195,1645.4062347040149,1687.0535755662927,1645.930059598516,1695.542808604085,2.4446062094782555,2.530257309301084,2.5059967042693416,2.5215396981460727,27.8363556503564,27.617753463645496,27.78544683055711,27.765011350049207,1.3053494160478352,1.2946339333695887,1.2296760820785413,1.2940821879342694
3,21.93122031342855,21.629135375008214,21.735894744915207,21.54520424540817,7.739542868766227,8.080733792568436,7.889515507865954,8.14309310835366,1635.4210322105675,1676.562045383607,1642.5278388914558,1690.7386346966384,2.416792132408147,2.5632575050412147,2.5056291606946575,2.542693282137126,27.92339112399519,27.707108799472156,27.824691544521045,28.050824278415245,1.286593810383633,1.273242576525777,1.1897997352389047,1.3260149274356337
4,21.981116168200316,21.341948792863892,21.608123501755095,21.54500003707394,7.737123574219694,7.997163878447339,7.755384737487966,8.14215441282987,1631.0819694915403,1678.0556923862073,1646.6255343025387,1703.7508792971018,2.4105363974829817,2.5688757234625363,2.511976731149013,2.5257029180932897,28.243568525229957,27.659576319731187,27.745611825395958,27.750753187389495,1.2926081436239412,1.2773154870589898,1.2082129983236995,1.3054322870313617
5,21.846276398116835,21.4542459643469,21.423953170144873,21.554248302216493,7.738149781238713,8.095598559490416,7.870154925413756,8.128861129190067,1638.5750475752004,1679.4114773348392,1648.4958254532075,1696.7507538851899,2.428615269311606,2.5366321142017774,2.5068805542386583,2.5417945748673887,28.29664753553269,27.542597757318546,27.813364671022235,28.125891725997768,1.3097751851835349,1.2861607586133394,1.1770411870335693,1.2942156214612697
6,21.913429113563918,21.652317320135662,21.744930502664577,21.697998825690334,7.7009082634340364,8.030210873043544,7.80638545709662,8.121617017786402,1634.1109959980163,1681.3059553590156,1615.9954514536962,1701.5065102076674,2.4333081695815073,2.58098641328497,2.500110665014418,2.5004248460989014,28.17013156865472,27.75341743985009,28.101513932450995,27.75060805811449,1.279960172750457,1.271798056764066,1.1713920201541435,1.3391002063659165
7,21.98923844014659,21.399812290874685,21.560159993250334,21.551049657306002,7.702410248408048,8.044476797190573,7.771116418757074,8.123361364999793,1649.866696941633,1683.4395557377911,1624.79794480391,1701.2365653459563,2.4440396889958333,2.5625893076299042,2.5179522283392224,2.522571294344518,28.127432593116456,27.86318946695667,27.98670145155758,27.857576148846494,1.3084411607674813,1.2635823943922047,1.2010699448393696,1.3228960909384238
8,21.62540227979763,21.271953474247347,21.29928962743957,21.533547605301038,7.724137139628378,7.977696343166529,7.788279603758788,8.12154126655423,1646.7036784265538,1687.317109332765,1639.2984205251435,1704.4911919574088,2.4200555002545383,2.571669780093295,2.4906009854133853,2.525853765060604,27.897353455236903,27.60743941972788,28.000051772181028,27.720726202196605,1.2945307198042122,1.2971356789586386,1.1913506382852155,1.2943352305782718
9,21.700084482453352,21.442542117609875,21.100645911225865,21.579922074867714,7.711304121590289,7.978738802581618,7.71185893074315,8.146429756202629,1642.2797874355167,1676.6123563628937,1611.6858220079855,1704.1957399080545,2.449954720780935,2.5422727689686195,2.5106305139414515,2.5264873916736423,27.900981964732566,27.55803200016437,27.830260786926413,27.902363180207004,1.2756981636942015,1.2799048347903008,1.1801450353193004,1.3056261780273126
10,21.859081502015616,21.3070841011717,21.515495808805177,21.79428260576138,7.71891390621596,7.973155168310483,7.775976030346642,8.147016338008891,1639.5753364062055,1688.074907843667,1612.3927086071392,1698.6358547191473,2.4225078653169843,2.5400433628460277,2.512405091060944,2.538242206496993,28.188416835506338,27.731913948609545,28.136343573195845,28.110736900702687,1.2876428876131147,1.2856993152164182,1.1889002549206034,1.3346758385663304
11,21.668078073758696,21.416439482528215,21.2515971966336,21.789767472969185,7.736713610850666,8.070127610600117,7.853655995775206,8.143443417370191,1649.4976284128036,1688.9542367672468,1646.3927188190144,1691.2082380711752,2.4312843061948524,2.5701205691954088,2.493235535991359,2.5000733618045894,28.120167081991795,27.749315393641766,28.015300828922076,28.057013004977463,1.3066287704574886,1.2681119810281496,1.1989735174357958,1.3021044991276836
12,21.65925384195252,21.47676921748442,21.820746772674692,21.567458158035933,7.718413478431502,8.09363689215242,7.70919094088983,8.140355869957892,1645.281896255755,1687.2403464201795,1616.4711241595303,1704.9173102899106,2.426201434745706,2.546523681537352,2.501147954525424,2.5114905642464387,27.88902188367161,27.725139658284885,27.835323448227633,27.982863589837766,1.270521903192102,1.270882811205051,1.2253391845733241,1.3100746633864857
13,21.746538332920064,21.506351216735542,21.690681859112157,21.74884064491304,7.722174862648158,8.018821463834854,7.814807457442553,8.117506655822668,1636.2542434179177,1689.1281605088002,1637.3437933726302,1703.5195183972696,2.4409823817607683,2.5604138904916254,2.495282262478429,2.545456803625751,28.240855680793917,27.796908115925334,27.78216976214639,27.923744005810583,1.2893162829152653,1.2818886240286598,1.2181233876357054,1.3195849373682618
14,21.930499544466585,21.313102998669223,21.278285776146664,21.672078481189534,7.732669204944583,7.984925129279614,7.831164612734153,8.144355224303423,1643.0496170751626,1683.3876625741866,1635.2402952934447,1703.3022625550136,2.443091486542922,2.539971661279403,2.5037441504270057,2.557333066645129,27.844773159640916,27.996877630782325,27.719814574749112,28.120561241800818,1.2913074710191756,1.284646684409184,1.2007935260968228,1.339392651408665
