,TempA,TempB,TempC,TempD,pHA,pHB,pHC,pHD,ECA,ECB,ECC,ECD,DOA,DOB,DOC,DOD,BODA,BODB,BODC,BODD,TNA,TNB,TNC,TND
0,20.359393123338613,20.04132955960518,20.159889620599998,20.10519982590818,8.111086640254504,8.071933960726199,8.265489816529834,8.416562306988283,2079.259549620665,2058.21345136968,1884.732078306752,1970.1165774441772,2.822302611290084,2.8457321681427166,2.84331722174308,2.8635809110145956,26.469464106305377,24.480436602932006,25.0922949201537,24.900328123300238,0.764272678578968,0.7503271142305885,0.8409640932736959,0.8055277339646013
1,20.472738988802867,20.104414184495464,20.296149643093035,19.912095796005367,8.105480515101814,8.100414817904884,8.26357060723467,8.401130949160487,2075.3468744462775,2030.740053841741,1921.3294012028316,1964.2894580196328,2.807202119470761,2.85741789312468,2.8578154761812753,2.8605151926928234,26.272842529428363,25.10929149984265,24.294715491845427,24.793624586235786,0.8889280734570979,0.7801969522489932,0.7917101397577914,0.7935015244500242
2,20.432174644396653,20.15440794744548,20.188651411642365,20.02842272506825,8.12747205035217,8.068211916667648,8.235639819500884,8.409551759759294,2066.4062790297335,2104.54927241295,1915.612355203189,1927.9133692268247,2.797477980690134,2.8407677781720087,2.8366005970506283,2.864910969666483,25.988803122832778,24.281371632294686,25.27481826488018,24.940163560908317,0.8239260420905195,0.8981426341776028,0.9374767903611132,0.9020115210493032
3,20.37756208346038,20.10173036276084,20.13332958960153,20.094978461289706,7.965806554839446,8.10357685134171,8.284043655940561,8.40532809491891,2087.4168308643852,2108.5240121999072,2008.6103787092673,1959.4468777171596,2.7707867960873958,2.8475089947563177,2.8523944094148868,2.8657399751868624,26.244411784567227,24.905343590162285,24.31658662003791,24.942493978231983,0.8947238041912869,0.8723290577862106,0.8848697016017294,0.7851602945052408
4,20.38035546754564,20.13835356485435,20.2350936239602,20.03053074441258,8.11527005079688,8.06004362137762,8.26453474935909,8.421715233278189,2098.789770391689,2031.4298857068231,1901.0842228322988,1988.5824279386106,2.78318382704784,2.844518616629762,2.843005018538998,2.8583111334887144,25.848140905378756,25.152368345906222,25.249031028189584,24.90222953335938,0.9291663629696866,0.9080911182384664,0.9288472376051239,0.9147381537295768
5,20.45862972893119,20.191767756403898,20.112232214943152,20.092680815873386,7.978750116096995,8.07771016696157,8.244391602396949,8.423506685546597,2103.348504144251,2104.5137910038457,1902.9707509596776,2014.7858268127454,2.7703797807604826,2.849025128776629,2.8494808131659104,2.862081448405684,25.77232943615996,24.75381046279463,25.30473566232046,24.863022943198697,0.9056092873033705,0.8939565077130764,0.9194259373446693,0.8742728931615951
6,20.407704975830168,20.091044699038225,20.156203543284555,20.012964811434042,8.033387996544413,8.106667618914914,8.242711965911559,8.408856749369821,2074.364271390983,2151.6699722571025,1913.667003776873,1982.9438488844278,2.8271368461363364,2.865873542416617,2.830130678849649,2.860028561977964,26.057189385622355,24.2289798046513,25.267546790013085,24.85248008568002,0.9110699055939457,0.8014932809309386,0.8883602639116868,0.8481448647291628
7,20.476708310975706,20.09891195926486,20.240498310299408,20.173261910682633,8.137773849503311,8.04681570849648,8.238283144297025,8.415171894469646,2092.8659450112177,2152.959089120311,1994.256869224548,1922.5920467162,2.7737931640686866,2.858299970783372,2.8580389777407107,2.8681140067580535,25.87217023911315,24.560606950504198,24.635192657957393,24.867421004655853,0.8222545105748327,0.8315318007251817,0.8092452551677066,0.9048154758689821
8,20.350422919078465,20.114691980961602,20.135044206521787,19.953453268748014,7.978886336815607,8.093081497758435,8.235077271447079,8.4001413195841,2056.507587782384,2134.765686906589,1936.248216569651,1975.6470090595833,2.8222661140289924,2.860696361634947,2.8329286060786067,2.873141315444154,26.160468908492863,24.93472867163816,24.317235165002693,24.91140297829457,0.9473256631682807,0.8518865696077781,0.9316105120514554,0.8293792156696689
9,20.344439203765624,20.14808180810041,20.142620366663294,20.103759707645796,8.109644768192878,8.074351382557104,8.283332602806007,8.418034850593491,2068.3552938276944,2012.4556578197346,1964.8755418741925,1938.125897922735,2.792743700652317,2.852636951322286,2.83781918654177,2.8895858217507993,26.068980325571147,23.93526678727549,25.452471934220004,24.863045396571707,0.8295896529913576,0.8350683868975033,0.7984354395048306,0.8320979413964537
