,Values,Legend
0,62.924244872753576,Normal
1,110.55916209739955,Normal
2,83.82879666755034,Normal
3,163.10168377799243,Normal
4,48.043312082598746,Normal
5,58.09532292020618,Normal
6,43.0172935638241,Normal
7,203.16701574926947,Normal
8,92.35464889787734,Normal
9,78.15250955231116,Normal
10,116.53592111194563,Normal
11,48.098110993734,Normal
12,84.22046376909779,Normal
13,122.9455599966083,Normal
14,110.90068634711756,Normal
15,78.13444635017373,Normal
16,155.9926009902169,Normal
17,52.49850782959582,Normal
18,135.42316336398494,Normal
19,144.41876657849596,Normal
20,135.94555316019864,Normal
21,118.84342860527023,Normal
22,101.28345779578089,Normal
23,54.908577757842586,Normal
24,71.65566125869731,Normal
25,56.16701867757873,Normal
26,111.13303581390112,Normal
27,90.57300602297305,Normal
28,51.792510343938744,Normal
29,108.4461087206209,Normal
30,75.93625751800748,Normal
31,83.40072214030785,Normal
32,27.97776616524534,Normal
33,47.89292355677953,Normal
34,66.58134391518844,Normal
35,109.40059054671767,Normal
36,79.61774181196716,Normal
37,71.56567488541607,Normal
38,93.93518855792861,Normal
39,94.86781098068074,Normal
40,117.48178156109792,Normal
41,123.62338206951513,Normal
42,91.50368644773596,Normal
43,160.942941471047,Normal
44,115.7344355470698,Normal
45,129.39309179030366,Normal
46,131.7137789824223,Normal
47,75.64790488140808,Normal
48,52.487925087003845,Normal
49,207.4282701837439,Normal
50,102.04793233570032,Normal
51,130.2473156274574,Normal
52,47.2539432950352,Normal
53,120.53602983806641,Normal
54,142.4684652965609,Normal
55,49.561044607359804,Normal
56,123.40211326200291,Normal
57,68.63497623549637,Normal
58,121.47805799220264,Normal
59,49.762036623742205,Normal
60,84.72490079188465,Normal
61,113.84175149657555,Normal
62,101.21599655989806,Normal
63,140.8806427876123,Normal
64,38.857729394583416,Normal
65,152.6835988046037,Normal
66,93.83393581197755,Normal
67,92.18309702130513,Normal
68,132.84532364354925,Normal
69,73.12685181221677,Normal
70,63.02600605822522,Normal
71,53.27128831995774,Normal
72,105.4056923643308,Normal
73,89.90947607688514,Normal
74,157.0154826752673,Normal
75,39.506703756439855,Normal
76,54.53384586473252,Normal
77,71.02799487135557,Normal
78,104.74785304656581,Normal
79,123.78421112496592,Normal
80,64.1557818636549,Normal
81,100.53246662313616,Normal
82,104.61735884928164,Normal
83,109.38517131254824,Normal
84,91.05813693617324,Normal
85,79.67193383890738,Normal
86,112.90931981954702,Normal
87,119.31807763180088,Normal
88,107.1240663110553,Normal
89,111.50510078301436,Normal
90,123.4772870454593,Normal
91,74.98606757263097,Normal
92,108.69500165751614,Normal
93,62.066512828435776,Normal
94,139.48123591600543,Normal
95,79.32937782793492,Normal
96,43.80008582212508,Normal
97,67.53437030950084,Normal
98,162.10381945789547,Normal
99,59.86115455678382,Normal
100,55.81163336543046,Normal
101,110.70441521306861,Normal
102,74.85757353991725,Normal
103,79.71609029540174,Normal
104,157.96132126604837,Normal
105,147.63551580988508,Normal
106,80.66442368249137,Normal
107,81.49005003483268,Normal
108,61.59009726563527,Normal
109,117.6952334411316,Normal
110,154.23373584335815,Normal
111,68.9051527506076,Normal
112,194.88336781238044,Normal
113,109.05801762149241,Normal
114,59.52518733557522,Normal
115,47.76119697682288,Normal
116,142.01748030580976,Normal
117,52.60984640946013,Normal
118,85.6169487706446,Normal
119,101.63879040745499,Normal
120,55.78175598806675,Normal
121,147.2929670200352,Normal
122,116.82762367439113,Normal
123,61.148703452441694,Normal
124,73.45795541825237,Normal
125,103.25851338182264,Normal
126,177.4512220178093,Normal
127,126.68414397879349,Normal
128,55.15553895912054,Normal
129,64.15178005468144,Normal
130,90.4701749433967,Normal
131,53.946657806322285,Normal
132,65.88641509920049,Normal
133,118.61599334960303,Normal
134,103.13825577572334,Normal
135,79.03629370207223,Normal
136,60.85918614610917,Normal
137,106.48061990974442,Normal
138,112.9038268123279,Normal
139,99.58766173232297,Normal
140,70.99939258258316,Normal
141,64.12232022405809,Normal
142,91.61723838249523,Normal
143,79.77519744592503,Normal
144,43.90438037465797,Normal
145,93.17984484017194,Normal
146,102.8266363922933,Normal
147,114.44676581531971,Normal
148,51.14348566941618,Normal
149,192.0686824260029,Normal
150,62.11968285365026,Normal
151,116.16742083949153,Normal
152,95.6198120534669,Normal
153,79.30279119536387,Normal
154,80.30024656084939,Normal
155,140.70517318693663,Normal
156,35.93011793571798,Normal
157,81.83222796954372,Normal
158,26.779902335014036,Normal
159,44.36150281450088,Normal
160,131.0220349504722,Normal
161,99.18808700371947,Normal
162,64.21598576361508,Normal
163,112.89981695110883,Normal
164,129.1641606005458,Normal
165,79.30108051667017,Normal
166,70.0312430749294,Normal
167,55.60483722310732,Normal
168,90.89006535513802,Normal
169,48.18144391902692,Normal
170,55.72142206181688,Normal
171,91.61946988344275,Normal
172,88.02493537025025,Normal
173,56.8621470950681,Normal
174,173.3268423148703,Normal
175,75.38667231413518,Normal
176,84.8501177701151,Normal
177,68.58308386955271,Normal
178,71.0129205419885,Normal
179,90.47541164047591,Normal
180,124.260562267638,Normal
181,47.366860074011484,Normal
182,67.21040901641052,Normal
183,113.64085479061052,Normal
184,69.71134040072015,Normal
185,100.23088045742789,Normal
186,83.97692017311203,Normal
187,83.09771088406814,Normal
188,108.08835891730376,Normal
189,80.9761338060736,Normal
190,82.65525228112175,Normal
191,89.24689388304873,Normal
192,76.79319000826037,Normal
193,65.75218292057306,Normal
194,119.55409343326119,Normal
195,88.19393878198878,Normal
196,167.24188104726016,Normal
197,60.40230352916949,Normal
198,87.86736244237905,Normal
199,102.81374330058192,Normal
200,45.39141828352917,Normal
201,129.55811588591382,Normal
202,56.27661583803587,Normal
203,80.75391948239913,Normal
204,118.7025614482979,Normal
205,99.83542358437951,Normal
206,72.64244165549147,Normal
207,188.80673470487574,Normal
208,40.55433955811005,Normal
209,87.10629346974201,Normal
210,161.48904866795152,Normal
211,184.0506314346589,Normal
212,120.831995253004,Normal
213,112.01970498173729,Normal
214,124.6778877516124,Normal
215,164.58645772161594,Normal
216,86.19776933779285,Normal
217,97.78369694414675,Normal
218,81.9210366566504,Normal
219,84.84304884115562,Normal
220,50.52670712655946,Normal
221,145.2387910498278,Normal
222,124.72370270115302,Normal
223,52.33975822119115,Normal
224,66.4343561007608,Normal
225,203.55456718894658,Normal
226,86.84890607382319,Normal
227,65.66189827874902,Normal
228,70.4617418024548,Normal
229,125.32781802525471,Normal
230,116.19336292525522,Normal
231,83.96199304024685,Normal
232,97.2015935459037,Normal
233,53.789546059570874,Normal
234,138.10816420817054,Normal
235,116.65414748442291,Normal
236,65.74757017015163,Normal
237,108.43691267857818,Normal
238,68.57338862192321,Normal
239,77.42265131285826,Normal
240,103.7827510114072,Normal
241,130.26639658627306,Normal
242,101.68724340162974,Normal
243,97.10016114939101,Normal
244,60.20960462269483,Normal
245,53.81268302252892,Normal
246,86.6556771331243,Normal
247,169.93532320528908,Normal
248,147.66964854066205,Normal
249,194.85312272590744,Normal
250,180.50055519981257,Normal
251,117.79145713867861,Normal
252,62.013068412413176,Normal
253,101.23835613571892,Normal
254,60.64619955788709,Normal
255,82.71143213956233,Normal
256,161.27381780610497,Normal
257,72.24890114303885,Normal
258,93.6333575035028,Normal
259,95.75829285274341,Normal
260,199.9378695058662,Normal
261,118.94867661161848,Normal
262,148.1274497986437,Normal
263,138.93662022578033,Normal
264,138.09295739843682,Normal
265,59.516255092142785,Normal
266,57.56216044424192,Normal
267,60.71686458676249,Normal
268,177.8731077095948,Normal
269,113.30667375819081,Normal
270,80.42159769825837,Normal
271,138.41096239006762,Normal
272,106.6065790238424,Normal
273,82.20554267130228,Normal
274,123.09525811258484,Normal
275,83.90205741028767,Normal
276,55.15058494878011,Normal
277,75.11642508416585,Normal
278,93.97492001788459,Normal
279,151.72171134020644,Normal
280,48.896048660591774,Normal
281,93.67050476420522,Normal
282,161.3092251025541,Normal
283,138.62409674283728,Normal
284,210.856629748666,Normal
285,35.295745483847035,Normal
286,126.89154008365166,Normal
287,126.88006755895987,Normal
288,129.68624856369294,Normal
289,120.81077736715446,Normal
290,77.77397470363981,Normal
291,60.067817191340225,Normal
292,114.90164206038246,Normal
293,102.10240734213136,Normal
294,62.934667163264486,Normal
295,59.07897560896045,Normal
296,49.24916522527404,Normal
297,38.08132496448438,Normal
298,45.692037861412544,Normal
299,111.02076273476155,Normal
300,106.97736464354404,Normal
301,55.46438950328588,Normal
302,127.46055566442357,Normal
303,89.58262674393733,Normal
304,78.98463343021777,Normal
305,71.93134984814455,Normal
306,128.50499998676668,Normal
307,147.31719962635614,Normal
308,96.66446765215943,Normal
309,86.17448603107901,Normal
310,63.46305829670251,Normal
311,208.70897229528944,Normal
312,51.405573612348476,Normal
313,157.8122141926667,Normal
314,80.07626156746632,Normal
315,55.11669273241037,Normal
316,136.54946356321793,Normal
317,113.24463691729689,Normal
318,130.86121522676626,Normal
319,85.66549700955869,Normal
320,166.30233668330646,Normal
321,93.7456615750857,Normal
322,149.6224904579694,Normal
323,81.05829275680036,Normal
324,77.1613817567821,Normal
325,160.38550541808425,Normal
326,174.84237551266827,Normal
327,82.91681773936398,Normal
328,102.05739153651923,Normal
329,114.59781711612757,Normal
330,74.64584779233626,Normal
331,84.49237771665707,Normal
332,50.18577785997226,Normal
333,117.44381208075303,Normal
334,90.78767856836757,Normal
335,41.35976919643755,Normal
336,43.200862454529194,Normal
337,143.06285472519517,Normal
338,87.29749447164161,Normal
339,86.7700173959918,Normal
340,71.0283197877146,Normal
341,74.63278432793729,Normal
342,67.48949460023292,Normal
343,128.2776438554356,Normal
344,85.4521516110618,Normal
345,93.84007680743252,Normal
346,66.19914506953059,Normal
347,231.22713515585485,Normal
348,47.728956343844565,Normal
349,42.85986247593418,Normal
350,120.93748397290157,Normal
351,82.33380434268254,Normal
352,134.88219566946086,Normal
353,161.19997386298007,Normal
354,56.505823500816675,Normal
355,227.3218268707839,Normal
356,51.903957733692195,Normal
357,59.13334268896191,Normal
358,139.42979870939416,Normal
359,52.87601737889955,Normal
360,150.52371960983544,Normal
361,97.01968653935442,Normal
362,119.34561913923442,Normal
363,107.57538092005508,Normal
364,78.56197742724156,Normal
365,125.45715999819188,Normal
366,85.4459941195701,Normal
367,63.91013349307731,Normal
368,139.02127607831346,Normal
369,70.46492153653551,Normal
370,81.49098976201643,Normal
371,101.65265597246628,Normal
372,118.69768307909932,Normal
373,66.73800748018472,Normal
374,52.16391458534562,Normal
375,77.78197592387933,Normal
376,161.49259205946714,Normal
377,124.81799854634859,Normal
378,64.02809788729982,Normal
379,49.061928100070375,Normal
380,86.55992181839802,Normal
381,80.26877965299988,Normal
382,101.50849585457476,Normal
383,46.84022612573747,Normal
384,71.44774627731138,Normal
385,97.62144897589745,Normal
386,45.24427944270123,Normal
387,64.97999374618189,Normal
388,68.38005120085059,Normal
389,74.15227370152967,Normal
390,101.59111627304459,Normal
391,148.77255761625875,Normal
