,Values,label
0,0.14002723950474688,Winter
1,0.2267000816395789,Winter
2,0.20427109451163006,Winter
3,0.23114676706852064,Winter
4,0.2076164094533427,Winter
5,0.16091934698694205,Winter
6,0.3610499719970791,Winter
7,0.2332555508191368,Winter
8,0.18957700356063156,Winter
9,0.24469345911948137,Winter
10,0.15823962475295292,Winter
11,0.19194514557363002,Winter
12,0.26346769693060534,Winter
13,0.2343177926500201,Winter
14,0.14405286778391213,Winter
15,0.30072373347360853,Winter
16,0.1936432414999521,Winter
17,0.1495640344291436,Winter
18,0.29750745464979583,Winter
19,0.21091433046034608,Winter
20,0.20161589885192033,Winter
21,0.17921260813763565,Winter
22,0.17374677985342335,Winter
23,0.24996042674901447,Winter
24,0.21863463517529583,Winter
25,0.19698423260362247,Winter
26,0.24478101415935194,Winter
27,0.15015382280743206,Winter
28,0.13296564428674837,Winter
29,0.21701189205039623,Winter
30,0.17847247102110933,Winter
31,0.25681353431828713,Winter
32,0.23532887534170283,Winter
33,0.15957503532401707,Winter
34,0.2948228416281455,Winter
35,0.2201938692666651,Winter
36,0.347775384410276,Winter
37,0.4075475176662807,Winter
38,0.37745387187045576,Winter
39,0.15240595521809497,Winter
40,0.1523640365532118,Winter
41,0.160880959209845,Winter
42,0.23952501597375725,Winter
43,0.36138090279840396,Winter
44,0.21441916094810454,Winter
45,0.21015005487042615,Winter
46,0.16181722814585248,Winter
47,0.19235549236379482,Winter
48,0.16013893361515957,Winter
49,0.14671192446428147,Winter
50,0.15664740595506116,Winter
51,0.25692539774425677,Winter
52,0.18016238088809328,Winter
53,0.17247790848135117,Winter
54,0.24166080609080673,Winter
55,0.16047158327147015,Winter
56,0.24169531498209823,Winter
57,0.17981915011978605,Winter
58,0.2725947170279843,Winter
59,0.15348072252959574,Winter
60,0.19174999859702974,Winter
61,0.18024335590519208,Winter
62,0.28860274036396805,Winter
63,0.14542557595739683,Winter
64,0.17330475062515327,Winter
65,0.3001548597902823,Winter
66,0.17077274629631176,Winter
67,0.21717580897121058,Winter
68,0.177321521981745,Winter
69,0.1700574304888523,Winter
70,0.21041406090192394,Winter
71,0.33807427549619296,Winter
72,0.17502823568559164,Winter
73,0.21578098058036246,Winter
74,0.16889164096465764,Winter
75,0.3305841610289282,Winter
76,0.18313754610593186,Winter
77,0.1668419348365015,Winter
78,0.1802001873965154,Winter
79,0.22766955756175616,Winter
80,0.17694489182259712,Winter
81,0.2176796548930218,Winter
82,0.25658592951230635,Winter
83,0.20381533058338047,Winter
84,0.17124391289919533,Winter
85,0.23582841400292706,Winter
86,0.14075872113405852,Winter
87,0.18580619878744156,Winter
88,0.16849961152295415,Winter
89,0.23754518989944,Winter
90,0.22461669353041297,Winter
91,0.20795179450308593,Winter
92,0.22443521256122745,Winter
93,0.15897121585832058,Winter
94,0.2094494092668066,Winter
95,0.30709371581887474,Winter
96,0.2179814854718074,Winter
97,0.15172858957331375,Winter
98,0.19098648002600907,Winter
99,0.230333116187108,Winter
100,0.1925097676723259,Winter
101,0.18135500554155606,Winter
102,0.22522948129452214,Winter
103,0.24421837389361026,Winter
104,0.2197266426455648,Winter
105,0.21209236885034832,Winter
106,0.24246671628447175,Winter
107,0.2904394455340814,Winter
108,0.22284357877891897,Winter
109,0.26919174030414716,Winter
110,0.15805189060981117,Winter
111,0.22853632303699817,Winter
112,0.16863783578042912,Winter
113,0.17682721539643664,Winter
114,0.2197846875755497,Winter
115,0.17454722788126836,Winter
116,0.20783260185755886,Winter
117,0.27573801400673376,Winter
118,0.2728853121244322,Winter
119,0.17891110389895093,Winter
120,0.16072083759971995,Winter
121,0.1521530154159894,Winter
122,0.2422919432593198,Winter
123,0.2635357743075328,Winter
124,0.23126301407306116,Winter
125,0.16212217178281382,Winter
126,0.2125734817747515,Winter
127,0.3342148593825948,Winter
128,0.12989974578556132,Winter
129,0.23093249889270157,Winter
130,0.20785044107305867,Winter
131,0.24858928606180536,Winter
132,0.1954218127666996,Winter
133,0.1929620945141291,Winter
134,0.2119920127563421,Winter
135,0.18779952252016058,Winter
136,0.22019780930530786,Winter
137,0.2446428152066309,Winter
138,0.17700111531006793,Winter
139,0.16577317076623083,Winter
140,0.2583143578475366,Winter
141,0.2063909111625188,Winter
142,0.27926437052701886,Winter
143,0.16038531151050958,Winter
144,0.334380296209923,Winter
145,0.22647579522140787,Winter
146,0.20088527884997887,Winter
147,0.2189411647860462,Winter
148,0.2142664741430804,Winter
149,0.18903431814432856,Winter
150,0.16164935554882187,Winter
151,0.18527535215747556,Winter
152,0.2642905471419197,Winter
153,0.23992510712629056,Winter
154,0.20530200411796212,Winter
155,0.16068524299754844,Winter
156,0.2795215838867483,Winter
157,0.15391589534445138,Winter
158,0.20209587977811047,Winter
159,0.22303849755834115,Winter
160,0.17590827581674207,Winter
161,0.2178396636267294,Winter
162,0.21596399553734613,Winter
163,0.2688548341288161,Winter
164,0.1689246263324564,Winter
165,0.20930610215859052,Winter
166,0.300187655079616,Winter
167,0.14357945091901023,Winter
168,0.1660737235790982,Winter
