,0
0,0.14002723950474688
1,0.2267000816395789
2,0.20427109451163006
3,0.23114676706852064
4,0.2076164094533427
5,0.16091934698694205
6,0.3610499719970791
7,0.2332555508191368
8,0.18957700356063156
9,0.24469345911948137
10,0.15823962475295292
11,0.19194514557363002
12,0.26346769693060534
13,0.2343177926500201
14,0.14405286778391213
15,0.30072373347360853
16,0.1936432414999521
17,0.1495640344291436
18,0.29750745464979583
19,0.21091433046034608
20,0.20161589885192033
21,0.17921260813763565
22,0.17374677985342335
23,0.24996042674901447
24,0.21863463517529583
25,0.19698423260362247
26,0.24478101415935194
27,0.15015382280743206
28,0.13296564428674837
29,0.21701189205039623
30,0.17847247102110933
31,0.25681353431828713
32,0.23532887534170283
33,0.15957503532401707
34,0.2948228416281455
35,0.2201938692666651
36,0.347775384410276
37,0.4075475176662807
38,0.37745387187045576
39,0.15240595521809497
40,0.1523640365532118
41,0.160880959209845
42,0.23952501597375725
43,0.36138090279840396
44,0.21441916094810454
45,0.21015005487042615
46,0.16181722814585248
47,0.19235549236379482
48,0.16013893361515957
49,0.14671192446428147
50,0.15664740595506116
51,0.25692539774425677
52,0.18016238088809328
53,0.17247790848135117
54,0.24166080609080673
55,0.16047158327147015
56,0.24169531498209823
57,0.17981915011978605
58,0.2725947170279843
59,0.15348072252959574
60,0.19174999859702974
61,0.18024335590519208
62,0.28860274036396805
63,0.14542557595739683
64,0.17330475062515327
65,0.3001548597902823
66,0.17077274629631176
67,0.21717580897121058
68,0.177321521981745
69,0.1700574304888523
70,0.21041406090192394
71,0.33807427549619296
72,0.17502823568559164
73,0.21578098058036246
74,0.16889164096465764
75,0.3305841610289282
76,0.18313754610593186
77,0.1668419348365015
78,0.1802001873965154
79,0.22766955756175616
80,0.17694489182259712
81,0.2176796548930218
82,0.25658592951230635
83,0.20381533058338047
84,0.17124391289919533
85,0.23582841400292706
86,0.14075872113405852
87,0.18580619878744156
88,0.16849961152295415
89,0.23754518989944
90,0.22461669353041297
91,0.20795179450308593
92,0.22443521256122745
93,0.15897121585832058
94,0.2094494092668066
95,0.30709371581887474
96,0.2179814854718074
97,0.15172858957331375
98,0.19098648002600907
99,0.230333116187108
