,0
0,64.25219408436536
1,69.457956715992
2,94.14001268717134
3,101.97326173073324
4,112.26384828748934
5,99.30357639806743
6,116.8521789184227
7,85.17049542263052
8,128.06096304825496
9,121.6428823427473
10,46.49519125204705
11,151.14808386878795
12,56.12514205148833
13,205.14973941158794
14,196.56190769135003
15,91.7141030942378
16,169.18177280098521
17,47.124580827332665
18,108.64094689375293
19,57.72796247792816
20,114.28819468277518
21,129.58801420464368
22,118.80417416484754
23,76.78238453799955
24,78.19362300354706
25,92.40777104654086
26,71.42756665239489
27,58.206519212683084
28,73.84539013425805
29,73.11974545210656
30,97.98891079403627
31,124.16788775344085
32,101.98029447646171
33,155.08552184870823
34,85.49849314205962
35,101.87379350698583
36,118.46364773963327
37,86.16906952043418
38,150.9231838122763
39,112.77724704621905
40,76.78091172835354
41,134.60970000563805
42,76.73302700507637
43,51.17391823234024
44,192.48272308754204
45,79.19888951812987
46,120.2716427351289
47,78.12689503344683
48,50.62597954434559
49,53.27544393559115
50,59.0489914862696
51,43.65262797235699
52,145.55095506806722
53,91.35123163824089
54,117.5757192321909
55,182.1590772827567
56,109.87255752514707
57,143.01144546472665
58,71.94457336053787
59,103.12023924881125
60,97.90077208693012
61,89.31458480919602
62,203.76510228204955
63,135.2416881815548
64,153.54554210736976
65,133.5520369923622
66,69.09638451790126
67,79.39419787959721
68,59.3499326113576
69,62.14506718377962
70,104.1107624617819
71,93.2581692090687
72,64.50222160347462
73,160.83594450005333
74,65.15465902789259
75,108.82019816404518
76,102.54051506836743
77,72.37107655661633
78,65.19894563243116
79,165.79969479945927
80,86.58570639784364
81,56.137366837841064
82,81.25467674844248
83,88.04345328935305
84,48.684322587197855
85,75.12149977861505
86,56.627841344748674
87,65.97979144651532
88,48.16749833266553
89,196.9708553695127
90,126.793524962499
91,128.92715386737686
92,141.02482143896518
93,112.41337838265474
94,106.89102763519094
95,46.68545363892634
96,79.70508125993109
97,123.77782392949126
98,66.3417876470592
99,64.7958713424499
100,114.79311988225585
101,149.61002154104798
102,75.97872744036094
103,190.00638137235336
104,122.41536546679853
105,175.7651813593117
106,47.59435208522233
107,97.14764826922192
108,87.47408606219723
109,71.5345279270649
110,71.9873288350265
111,218.47208357768685
112,119.8222968407819
113,73.70727754902958
114,49.26188465740205
115,121.53239037779662
116,148.31798399304841
117,126.70339185265371
118,97.92760388929744
119,123.85627164850207
120,111.30255437133164
121,105.9070871161511
122,44.29377620401388
123,92.16554101990768
124,105.08683542988203
125,74.21343553828092
126,198.69879903218498
127,120.85300357938829
128,128.34698496155295
129,23.14920486576838
130,219.39465245305223
131,152.57806427031235
132,101.06595540665353
133,105.92931201899397
134,62.35273979969112
135,198.81479964087902
136,203.29510964167403
137,228.01420101755636
138,81.68692791708641
139,99.78994031048343
140,145.14414307575154
141,73.47997586044777
142,158.187435011781
143,106.16314380126003
144,59.82705897349018
145,109.19173231753712
146,107.26400149031441
147,176.85883381747811
148,77.10050528767535
149,148.39324640910874
150,62.725764359616775
151,112.38205493797639
152,99.89055250423836
153,57.39111832121422
154,105.45555993986538
155,66.26246885314887
156,70.91976773728868
157,89.0371922227914
158,142.78040224808166
159,108.0493623187026
160,177.36700787457363
161,174.50327289442592
162,43.129830244911005
163,187.20229943010887
164,91.95087658983695
165,113.72073831199158
166,79.84720712247534
167,96.57073455077656
168,105.43310452784218
169,85.73797830068527
170,181.26665676757602
171,122.56863656948696
172,115.40566457599415
173,82.67131839990853
174,160.1274579842396
175,114.40580126022851
176,92.99039940031348
177,166.8389124803312
178,103.81354316815415
179,56.278054468217015
180,46.354735582830465
181,104.14665717990789
182,50.67302266196435
183,70.20482074163188
184,139.79740891028763
185,108.92610806610267
186,120.32481056297767
187,91.94487467229118
188,63.81646314249861
189,70.34068863859332
190,98.8833389867534
191,116.05588904910297
192,139.01735666466445
193,98.31671822291024
194,92.84355417167204
195,109.18412327027886
196,157.23868869816667
197,83.29572720183506
198,134.70023792751283
199,71.28607932368448
200,99.01506355617234
201,91.53294568763384
202,79.08295316057183
203,80.59419575905773
204,117.80735843976372
205,143.47974841500607
206,57.20168398011863
207,111.45035906228556
208,106.80788431655535
209,82.84958879357504
210,194.25554347255846
211,30.548819042912154
212,111.10032512109751
213,72.13160960912052
214,106.35087347793278
215,72.57652849881389
216,88.03441935752485
217,151.2465681818283
218,125.41131396693818
219,237.9292705006415
220,88.51156829174923
221,86.25482985207299
222,205.5858666758244
223,99.11046109769173
224,142.21128730160135
225,80.01058586676831
226,75.35521859758914
227,65.93730226655595
228,47.69484106164078
229,43.91387919012333
230,148.96605387363908
231,59.974141128343305
232,83.79957129090353
233,109.60720405112856
234,193.2858058103845
