,CdR,SrR,FeR,HgR,CoR,NiR,MnR,CuR,CrR,PbR,AsR
0,6.5490032477436255,0.6276962292838253,1.0,12.707021226965242,9.418145144691886,3.8028972109384345,0.940850258456879,4.815213573182947,1.7058094130068515,6.635020006818467,4.185409596609681
1,4.299637704599857,0.3797744383758752,1.0,9.141601939345964,6.575916489388017,2.5447144490955176,0.8507496599727977,3.3839019442932767,1.2777363187318218,4.993218606456621,3.140140141358497
2,4.181093296946955,0.4501625125780283,1.0,8.222999000043476,5.115690622146863,2.325133242085469,0.860998382900935,3.028678318333985,2.644602637413934,5.738318267098754,3.3608307849951276
3,4.132386212403513,0.4170421857293913,1.0,8.749384749181205,6.652757989008751,2.512102127618728,0.81886502854799,3.179211923838425,2.48921375473916,4.964136036973407,3.3379030896043997
4,4.2096242141696685,0.3977729098211026,1.0,9.981051153243666,6.143996110841029,2.7636332112665696,0.8540346302084331,3.6656822773186413,2.7182753513178506,5.242405876951332,3.8918005206651443
5,3.4617917336089477,0.31432367757580804,1.0,7.2810101025909875,5.04725758868134,2.1837469314098046,0.7945703890979364,3.034322594276502,3.675954317787834,5.55893513165031,3.4315310765930076
6,6.367319538777444,0.8921711486603497,1.0,11.449027660345449,8.685469259572411,3.3459361060817097,0.8688095113317484,6.65491182509965,3.7235313189363066,7.802547780761332,4.422531402574016
7,6.975879983466117,0.9736656033045891,1.0,11.830427587745664,8.562204441359304,3.5174957129727673,0.8655016438824324,4.671398290640669,4.116909191794214,7.7847288524351,4.585073436164142
8,7.595625553127313,1.1681018509350856,1.0,13.633233429554023,11.135312072704169,4.10143614203466,0.9383701717503917,5.543579685924616,2.6674061920958496,6.544831758990012,4.834869140653537
9,10.783919149442614,1.3268670349267104,1.0,17.087992597761122,19.170281831144003,5.183082424631489,0.9844113800377883,7.053341625458848,2.626780904267464,7.014950212242631,5.228563069420509
10,6.615708628345132,0.8047920230062213,1.0,9.218307791135175,8.198494998623472,2.8461399613009313,0.814351669194378,5.052072588785904,5.773676965654477,6.764758190327612,4.496424951064613
11,4.800082018377923,0.4211183287594613,1.0,10.328619162328073,6.289088951300466,2.678744697118661,0.8690739705298334,3.872627465781557,2.872102160755841,5.450109599779348,3.5289049158443735
12,4.703089535468598,0.49749111936212265,1.0,9.236178221573281,6.52578732133733,2.6655910506452756,0.8362545173951272,3.7809953058291534,4.398075598439553,6.521617489183122,4.123970035002226
13,9.572059693040531,0.8498051967532357,1.0,13.071585503314672,11.572932388284965,4.172099810589284,0.884813195795081,7.192147310369422,6.9060740037626305,11.334044519949035,6.465888540189545
14,11.44007316590864,1.2552854089881376,1.0,15.55251776803266,15.486617269015573,5.170654538263792,1.0076278040546585,7.283652653863602,4.651187851679706,11.36682222661657,6.979635340905285
15,7.612402478473907,0.7793101906699152,1.0,9.67070464549456,6.737786023500308,2.6706990372869948,0.8647346493965652,3.6235416894030337,2.68468440007582,7.269034536891679,3.9344380035924384
16,13.323218748760265,1.3065578456166078,1.0,14.807390104056061,11.898795619330762,4.3897243222809355,0.9857150634969828,5.904777326092892,8.784929514271983,12.888836434323798,7.25330988790528
17,4.678401120396305,0.4700734928881944,1.0,8.736674868563133,6.268033846099378,2.6283503654718054,0.8600597117886795,3.137874174647289,2.4909724790814374,4.834768165929766,3.2549398068890545
18,4.839863005846612,0.7492476612859785,1.0,8.806162882440606,7.602717629525729,2.2667745477662833,0.865493998983406,3.2502572981502587,1.4578075327707365,4.249087469907141,2.9795173629009124
19,8.443438685405136,0.9683053150354043,1.0,11.449878738884395,8.548551999619571,2.8623297038083546,0.9213239031636679,4.5125992676779685,1.5079263973810604,6.121281325788197,3.7091336001506847
