,TempA,TempB,TempC,TempD,pHA,pHB,pHC,pHD,ECA,ECB,ECC,ECD,DOA,DOB,DOC,DOD,BODA,BODB,BODC,BODD,TNA,TNB,TNC,TND
0,29.555436866798004,30.239628485607376,30.944815504136997,30.979082067836067,6.598183211362817,6.621750828822105,6.911569786644608,7.246536981156572,1923.561263355468,1894.530719821632,1853.5050240511812,1953.7302157164424,0.6556430025770243,0.7135480470454837,0.6117901913158541,0.3874221922584795,38.58617244882514,40.26299187268974,40.29498539121867,38.69114027830765,3.0054424987862416,3.1315966734391933,3.031978426641207,2.995649578815479
1,31.00388931072354,30.93876242545214,30.54721090397787,31.194797438407488,6.254940908695386,6.846357315395202,6.73743410399312,6.7461998899553555,1926.6071616664208,1880.2783448715131,1846.1500095649574,1955.0480205091335,0.12308302626200529,0.3468913801329595,0.5956209728150342,0.5881468224043241,39.19411578909057,38.61666998106117,40.63132716219105,39.83128074263374,3.196246552322932,2.9114898983388326,2.858592222943346,2.9092271298930448
2,29.895410761639177,30.99352908958082,30.231247528784614,29.70490558821582,6.31703094291564,6.880330982850688,6.65372355578669,7.00561374146776,1924.6185182827437,1895.145801738379,1854.4786712629636,1955.0031692210684,0.2800055142039668,0.5813552403065413,0.4039409973261535,0.24409082468958876,40.45336407402501,38.009751979152824,38.629044792427756,39.52114958873713,3.209885313076577,2.9335809127623858,3.0967022384121603,3.0485355409455743
3,31.354590841032785,30.997589117466042,29.70170420457373,30.022331990124297,6.519856526793147,6.42195512095514,6.783366571212871,6.920651252884078,1914.4902088071526,1881.932809799008,1844.9222136496921,1914.3839873616382,0.7000142104634033,0.6887608771393761,0.5589529598386507,0.47956766700867187,40.27825575299505,39.29208514805174,40.61663386077625,40.02579852635205,3.0470375460050843,3.1223382430010473,3.1237993790127088,2.9612025318826896
4,30.65000452417714,30.49752580690204,29.606615071280203,30.5000775404023,6.268999922117856,6.890309254158043,6.524839584845221,6.587522253963063,1923.428570857496,1884.988609753955,1850.1824428910472,1923.4967647290016,0.5585878621103555,0.1054629061822735,0.2994223291689593,0.3540520429998543,40.06463971429136,40.053994653175586,39.28762049355688,40.32824113460304,3.0409633004421988,2.854428188511868,2.857422853654926,2.9845525052056763
5,29.291333000780348,29.70818476270641,29.38456305602233,30.039886520448785,6.7040926610532425,6.385563521273713,6.663349604696048,7.2678601712344975,1927.4851483780185,1886.820403528405,1829.9888388567051,1960.7038964919795,0.4938613719128843,0.7345900699056296,0.2705717836676309,0.36149519386204687,39.62799281404986,39.12221990170907,38.71407335032523,40.4082591375566,2.9668292697390357,3.0193327674691584,2.8645954995806044,2.9844470585452307
6,30.546057523621997,31.357666291780976,30.284959253180162,30.295806204377374,6.267903483954354,6.7707430389263425,7.013376404580325,6.931488652085452,1915.204044133318,1890.405249808896,1834.6352803543518,1960.4995208044318,0.19831105191275167,0.7898908811676973,0.4219534028207818,0.6684141204082295,38.939412860518566,38.32976571748256,39.87966319589819,38.585841695936665,2.9323451445576882,3.1331273163513753,2.9482265388790863,2.8119320559337804
7,31.645341322096602,29.94563939958274,30.947502345580588,29.765462595604482,6.264359667189714,6.542043216217212,7.088888944916284,6.332800516138944,1922.8303236607908,1885.6133981978355,1851.5827188530488,1955.3638958371296,0.7197464828307238,0.30572146692449276,0.3954242603165132,0.5736817068583266,40.28293135510634,38.5678847248742,39.86230808356876,38.66827710671491,2.9498456522552488,2.8536915202834443,2.8836275250077383,2.9835528495492865
8,30.21080175029885,29.707172607483088,29.3214270900605,30.61682894750014,6.357433441144228,6.632093810193066,6.504075078040153,6.96738570416051,1922.1657417531185,1891.2156348833025,1848.6202559957965,1934.9304659569154,0.2430147577504035,0.308986600889116,0.5310949782780479,0.5510521421856402,40.029941765540734,40.72162162274559,40.35176444386761,39.62664678048919,3.0273754250725022,3.039581827431218,2.99639844151842,2.9901878094097216
9,30.260468391796877,30.39729756386157,29.538411048826926,30.39069903196823,6.462175090188416,6.433067828615364,6.52782719376705,7.288945310235542,1921.405759761703,1884.2683819360816,1834.170036656194,1908.0732433744438,0.5868828351546338,0.4031203145177421,0.5617174243518347,0.708749517963805,40.21843284892946,40.60933429794478,39.65862186352281,38.695660257167916,3.0829235571959615,2.9104394825993087,2.9716970340539284,3.079664934199813
10,31.4956612227705,29.225125604827134,30.05030106157477,29.85960652712116,6.570286995016509,6.652077475845154,6.792833521516899,6.536410343853736,1915.0026089033504,1890.5393013585638,1854.2401847221856,1970.3001664261963,0.19296516441191702,0.20768678243970962,0.22088736504703194,0.35069498335047006,40.45471712464827,40.377766392375165,39.762853089215234,38.76534083533957,3.2234450208079557,3.1309373217264174,3.0631339580968087,2.8921980119479027
11,30.289629457891767,30.663481915341922,31.146358330023673,30.670441171010705,6.769197887996924,6.743022768169913,7.080685476724892,7.181891824499722,1926.1772686502625,1878.3012553159747,1838.47532298553,1944.425856281804,0.11216946744657619,0.7575162642418882,0.23287296579207678,0.32873864923199536,39.14192236893038,38.37197273356808,39.73233028386366,39.70128052458639,3.0291744853316542,2.884823903130565,2.8823779074574603,3.0286583030721292
12,29.598054744663287,28.948169037654637,29.96906293585479,30.831857049961616,6.657602423352979,6.680388922417132,6.780489782954531,7.169563236631196,1918.3549187267397,1878.6720972204653,1833.3363337991514,1913.0592310043646,0.5373141332915901,0.25566406301924116,0.426027890827368,0.4054519932868117,41.32673534909771,40.811891088179564,39.44438578659867,40.3331033125351,3.1879386029159007,2.886935455687656,3.052726377096568,2.9168937588300703
13,31.24703990920312,29.100823374822916,29.93284386638483,30.83632560729479,6.397755126799936,6.538725333678284,6.818355301935679,6.607701921525135,1915.3795594870978,1889.392434586553,1855.23630647763,1943.8759099257354,0.40295385191342165,0.1931061876719109,0.23876988870450316,0.4479830600540632,38.935146497983375,38.51577532789997,39.04814593228679,38.4130805078225,2.903025691745515,2.8223135327888595,3.000464976587038,3.0577966834050683
